,id,alg,hash,cell_type_maze_tu,cell_type_maze_s,cell_type_maze_T,cell_type_maze_c,sol_type_maze_tu,sol_type_maze_s,sol_type_maze_d,sol_type_maze_len
1886,606eaa0d-5615-42c1-8941-42b778a8966e,asp,fef712aff4cb490022058e8288cc4922,9,5,4,1,4,2,3,9
1887,7a5edea1-b23f-4646-b6f3-7b09bacfb347,asp,1c5bc18d468e7d7d171e88e0c8e0628c,3,2,10,0,1,2,4,9
1888,89b4867a-35b9-4f96-945a-f74a7928197e,asp,ca9641529a15b3588443b25e55e12010,4,7,4,2,1,2,4,9
1889,4e330a5e-cf45-492e-a548-d79316964b88,asp,72719efc4e17a6ad369a5eb3d7652668,10,5,4,0,6,2,1,9
1890,6ef63135-7276-4b4b-b94d-afe6dfc110be,asp,a3fb3cbf684b3af319db504955ad22db,6,7,5,0,3,2,5,11
1891,263f01d0-8ee9-4c3f-ab87-41da76be0972,asp,83aeca685cac2c7fe5ab52b14177c72b,5,8,3,2,1,3,5,11
1892,65397341-618a-48bf-a9d1-2bed53c7bce4,asp,1ece66582d98cf84e957dee20204b704,9,5,4,1,5,3,4,13
1893,74a9bdf1-e45a-4c8d-b704-720d61d74179,asp,aa5754f91ba5f69213434532a1274070,9,6,5,0,6,2,3,11
1894,287833ee-5145-478f-89c4-d42439de1b8f,asp,1dfacdf25c71a3f30638465e40a7ed65,3,9,5,1,1,4,2,9
1895,f020d3b1-8224-4866-98f1-5da95940cbb4,asp,d5ceb3952f4173537ced9c269aecd0f0,7,3,5,1,2,1,5,9
1896,5e7692b4-c49f-4122-bfab-0280bb8bd5bf,asp,d07c70557846245e1c054c86e7ab91a9,6,3,7,0,3,3,7,15
1897,dfc757bc-0833-4516-99ad-0da2e0446ca4,asp,e2de4e7b6df12897bf8ca44635da85ad,4,13,4,0,4,2,3,9
1898,fa90be52-1505-4ae1-ae5f-02e99156e3f0,asp,02d9e7706ddce7ea7700d2191baf3505,5,4,8,0,3,0,7,11
1899,50c0091e-3c78-4ec7-94f7-6555449de669,asp,f6552d07c058802f66ad6b47f1632b59,3,6,8,0,0,1,6,9
1900,4b9c15eb-b2fd-41a5-8cc6-3ea3c0bc6115,asp,fef712aff4cb490022058e8288cc4922,9,5,4,1,4,2,3,9
1901,a6c526fa-9839-4177-97ac-0d2e413058dc,asp,4b7af7a458f9d9a3560850461fe5290c,3,8,7,0,1,2,4,9
1902,3f90ab41-6e18-4089-a7ef-ee32cb765411,asp,394804314e6bffda5513d5fb015b1412,3,3,7,1,2,0,7,11
1903,5e523e72-bb5a-4bd4-bcc2-af89581123a9,asp,94f7fb97969d4cfcfbbc0c5aed6f18c4,5,12,4,0,2,3,3,9
1904,6b0270ef-a651-4639-97cd-456125537d1f,asp,021746d7dc9de7db66f46caf62e9b231,3,8,4,2,1,1,5,9
