,id,alg,hash,cell_type_maze_tu,cell_type_maze_s,cell_type_maze_T,cell_type_maze_c,sol_type_maze_tu,sol_type_maze_s,sol_type_maze_d,sol_type_maze_len
97,ee841dcb-bc90-4a2b-81a5-44c20b903193,problog_learnt,89608aab59c7025584120446cea59b69,6,5,10,0,2,1,6,9
98,408ab4a7-59e9-497c-92be-45042d72767b,problog_learnt,113781a21c87c3f238dbe9786ed35bb7,7,5,6,1,3,3,5,13
99,70362bcb-15e6-40b4-932c-b987ebaca70b,problog_learnt,f23fd0049b0ec99f599a985a21ba9229,8,4,6,1,3,1,4,9
100,532c3c29-56d4-4861-b5ab-35845c7f404e,problog_learnt,a19bb1fb2815a55360b1785069e50512,8,6,7,1,2,3,4,9
101,13fd2107-1236-4d43-958d-9aecc2679909,problog_learnt,c87d2f95e6a88b05c701de7d01c6596d,7,10,5,0,3,3,3,9
102,2ee978f3-61d4-4c45-8cc7-cc1bef240828,problog_learnt,f614dbc159a82533e7f8730999ad8d47,7,7,5,1,4,3,2,11
103,ccfb110d-1d83-4ce0-a571-f4f7800e1d0b,problog_learnt,f3cd0bc607feb60a19a167f70e75ba2a,6,8,5,3,3,1,5,9
104,08ca8f06-79ba-41c2-91a8-944c1e82d69e,problog_learnt,efa1058b57f488beb9390d3cb890a73f,8,8,6,1,3,2,4,9
105,714790df-2776-4e39-842d-cdcce445b581,problog_learnt,c2809e8986d93da689fea1a8028ada53,6,6,7,1,2,2,4,9
106,c9105fe5-0249-4825-84f2-25d08569edf9,problog_learnt,48d0b783a7a7c8ffcf6ffaaeb1aa32dd,5,8,5,0,4,5,3,13
107,9ed280df-460d-4f0f-92b0-f2786f5d033e,problog_learnt,09176f051c4d8c67eba7d7716c79782f,8,8,7,1,3,1,5,9
108,4ef8c4ba-427d-4723-b9fa-fd0cd79419ea,problog_learnt,0b56724765bedd97fc33672d789ae057,5,9,3,3,2,4,2,9
109,caff1ec4-c0bc-475a-b14c-4555f44ce676,problog_learnt,29814696566407a62c5e97dbbb3f34bd,7,5,7,1,1,1,6,9
110,7643820c-8a94-49b4-9f79-9f91265166b5,problog_learnt,2501553adbd0b4a06e9db6767bae89d9,6,4,7,3,2,2,4,9
111,b7c6876d-e91d-4ec1-bd91-304b08dc0167,problog_learnt,927997b0732f1e4d940b3c3199a61da9,5,6,8,0,2,0,5,9
112,a519b57b-ede4-41b8-ad47-f0b8852df747,problog_learnt,090eb570425796cafb82444bac94110d,7,3,5,1,2,2,3,9
113,11235ecc-fb6d-47e0-b1f7-6ab4e7d93809,problog_learnt,e8eee1dfcbaa2b4222cfe247cc3db832,8,7,6,0,3,2,3,9
114,325b4d38-77bd-44da-a0e5-7e04cdbaadb0,problog_learnt,feee6164a0811160ddc4faa6c787a22f,4,9,8,2,2,4,2,9
115,574473d2-8452-45d4-a4c5-d1702c3fd0f6,problog_learnt,62a1386ea0f8ecd14caba632fc51fe62,4,6,7,3,2,1,5,9
116,8f39a786-9466-4d4c-b688-bff12ef0cd94,problog_learnt,c65980c9ddfe7eb8d4bb0a75e42cb963,6,5,9,0,3,0,6,9
117,39da3e93-5724-4e85-921d-072bf5e28e9b,problog_learnt,f6f5efe0c3bd7d1e59be570ee6aeea97,5,8,9,2,3,3,3,9
118,75904d82-c25b-4d99-99ee-15b703c99f97,problog_learnt,cc6ccfb44828478d3ee03fb52b39c007,5,4,9,0,3,2,4,9
119,95bf2708-dc55-400b-a1e1-b2bda0af2494,problog_learnt,6f2a8b1884684fa81c74aadeb4c1167f,8,4,7,3,2,0,6,9
120,dbcb1f44-2cb7-4170-aa37-013b3df64dba,problog_learnt,4aa52d9e744bf02d2250b414070fc167,8,4,9,1,2,1,5,9
121,3b938641-efbb-4638-90f6-43b061925978,problog_learnt,93fc388cb6d48da6dbff8dd905a49d5b,7,6,7,2,3,0,5,9
122,2f4578b0-03b3-4645-9a06-9c05577116e3,problog_learnt,d061afdf3dbd2c54c1bacbe95ff5d99f,8,9,6,0,2,6,6,15
123,433a9025-f640-4798-8fb7-f20646104729,problog_learnt,326dbb4f660ddb3437faf132ce06bb51,5,6,8,0,2,1,5,9
124,24a27690-14c8-4693-bac1-8aafa26a6155,problog_learnt,46fd1f5d78de4ee004e6708651d233a4,6,7,7,0,2,1,5,9
125,662089f9-627c-4106-a388-fcb6fbfdd53a,problog_learnt,2088c9677bbad802697283b7b8d8a108,7,7,8,1,2,2,4,9
126,86a6a44b-47fb-40f6-a12f-34d0a4aee0f9,problog_learnt,a72e6e496158a42e2529f665836d8015,7,4,7,2,3,1,4,9
127,72f1dce1-bf70-4f4f-8435-4051c5268180,problog_learnt,8b0deb44df1870533ecc13a19d4c5b1a,11,6,5,2,4,2,3,9
128,66ac1b4f-b378-4d03-ab6d-a3d343279e0f,problog_learnt,50ba21f296f4e260ea2f0cc447eeb184,7,3,9,1,2,1,5,9
129,cf301589-3d9b-41fe-9d77-64bb7bb2d030,problog_learnt,129b1fa0e6d44b246bc1320ddcbdfba2,6,3,7,4,1,1,6,9
130,49070ef4-d153-46a6-b3ea-ee8d277740c5,problog_learnt,603a529c3a2ce00fdc347d85472b0cba,4,7,8,0,1,3,3,9
131,2e7f8fe2-f451-4826-852c-f42dd0721bf4,problog_learnt,98647cd2f228eb5420040b6402bb5b02,5,2,12,0,0,1,6,9
132,11974258-2d96-47fa-a8ce-868f21bc8d0a,problog_learnt,310460a26da5a25dd9cde6da8b533537,6,7,7,2,2,2,4,9
133,c9806403-344b-4d40-a355-a76bf6f599cb,problog_learnt,0475bfd898761465979fcf913e948900,9,0,6,4,2,0,6,9
134,2981ad07-a5ff-4bcd-8153-28875f6af996,problog_learnt,720bad83914a73c06dd6c9ee6eab9bad,8,5,7,0,3,0,5,9
135,9fdf99d9-9bea-42aa-80fc-37dd8f377e15,problog_learnt,2a3891cab57fb6f3bc57cc6bc258d9e6,9,3,9,1,4,1,4,9
136,7380d442-0723-499e-99a4-85615ce0b813,problog_learnt,885d14dcfde90f372de63da61abf02b0,10,2,12,1,3,0,6,9
137,f913f9bc-0291-4ed4-ab4f-613b64711ff1,problog_learnt,8bed605149b04d7f2a132b11c4aa8512,6,5,6,2,2,2,4,9
138,aadfba01-7945-4286-a810-f0c886f2df9e,problog_learnt,44afbaffedbdbc7bf84d65493e2a6330,6,5,10,0,2,3,3,9
139,151255f8-55c6-4f46-a77b-c6b6c7773647,problog_learnt,f68c499db5275150727e83254751817c,7,8,7,0,2,5,1,9
140,7c5207e8-2124-4ffb-b472-e0d8c94622d7,problog_learnt,f67a6f69f5a78eab95042abb557b8eb6,6,8,7,1,4,5,3,13
141,6101010b-4e72-4adf-8a5e-53db0d262671,problog_learnt,a8e0ae606a41339443f4295f4ac9f515,4,8,11,1,3,1,5,9
142,ae668994-c269-4cd2-8d84-092d39f4e544,problog_learnt,62ce92cf9b24466a32338d68a0b6082f,6,3,9,4,3,3,3,9
143,d40d5ac6-7a5a-4429-85b9-aaf83e0aa576,problog_learnt,2856f7b71632ac187b18be957be6cc54,6,3,12,2,3,0,6,9
144,c55f4883-425c-4904-b83c-2e1604dee356,problog_learnt,b2ea95d632fd7c1f8f5075a6cfad1f1e,6,4,9,1,1,0,6,9
145,5a345b09-39fe-4d22-a8d3-879f9aeb337b,problog_learnt,7f16833bb73cb944c8275f9deaafef37,7,3,9,1,3,2,3,9
146,31646e88-80d0-401d-9bfd-fc09e7b52906,problog_learnt,79c7c05798cf09bea0f74c3d5457a233,5,11,3,1,3,7,3,15
147,5b722bac-e412-4906-a715-1ec08cdfe951,problog_learnt,71b936d8afb0820bb4019411ff181128,7,6,7,0,0,3,4,9
148,446f7182-ab57-41e7-909c-efed92c61ebc,problog_learnt,21c656a882996c664b4b343e2eaa24bd,12,5,6,0,5,1,4,11
149,9635b3d2-30b5-4c46-894e-a647a918f2dd,problog_learnt,8c449d4b863e3208e3c552da9963f06f,7,6,7,2,2,4,2,9
150,242c5723-5811-4c7e-a0a3-8f09481b86c4,problog_learnt,51c9c4a48ebbf41348fc9df01542a86e,3,1,12,1,2,0,6,9
151,d06cbb27-804a-4e48-b784-083dc941c250,problog_learnt,06926382670d9512cde30ab959634eef,9,7,7,1,2,1,6,9
152,98a885b0-7d40-4c23-918b-a58ec1b3effa,problog_learnt,8d8ba257e4db65ac96f2c27739712188,6,3,13,2,3,3,3,9
153,73c2ae61-310c-427b-8409-8078dda12031,problog_learnt,da5152383ef6084d7010fe1b37583c2d,6,5,9,2,2,2,6,11
154,79150358-c915-4bfb-a83f-d4b803a6c36c,problog_learnt,ae566150b515eb03cf246a6dd7fd4b71,7,6,8,0,3,2,4,9
155,0eaa49b6-c760-4487-acb2-c9d9c958529c,problog_learnt,af12c24e37a78e2559386ad9c1543b32,6,11,6,0,3,3,3,9
156,115b13ef-f8f1-4fea-881e-b623600d5eee,problog_learnt,5a4419f29b182cd31153f72b204ace03,5,5,10,1,3,0,6,9
157,fed08681-2657-44cf-8fae-a5a9d5bf3b71,problog_learnt,fbda8dba02a26353e32233b7bf686756,4,5,7,2,1,0,6,9
158,600d98f2-eb97-42a9-9ac3-97ca4a07be37,problog_learnt,9f9d75405d4aeb19bd8ab014607fb7cd,4,6,9,1,1,0,7,9
159,0d7d2cd9-7bfe-4cd0-bbb6-546d702db8b6,problog_learnt,36898d5abe4ce14e003e765245ad2ed6,7,3,10,1,1,0,7,9
160,448ea034-d77c-4e64-bf26-8ad574b63523,problog_learnt,f21f84524240b729239314af9151c2f8,6,5,10,0,3,1,5,9
161,7e90c6b9-9f9b-4618-9990-0c69492f3c57,problog_learnt,f342a6b586325b6ffd248ac815f0ab33,5,5,10,1,1,2,5,9
162,ea84af31-5f2c-4743-97d5-01afd2cf3d52,problog_learnt,16286d6e6183efb99db92ec735e24993,3,6,7,2,1,1,5,9
163,4a89f8d3-0479-4cba-86f4-fb3e136d99e8,problog_learnt,749802a7b492e94f58ed7de4545f2dec,6,6,9,1,3,4,2,11
164,8114fe0b-031a-40c2-9440-d01ed8846d75,problog_learnt,445627dbe9c9a72a71697f84f2377912,3,8,7,2,2,3,3,9
165,83f85f9f-4eb1-4bc5-af66-d1f95be2e93e,problog_learnt,f23f608e7f313d2941ee754be81e2b36,7,8,7,0,3,1,5,9
166,f15d6835-f1f9-49cf-9da3-c72d7ce6ad69,problog_learnt,5ea50bbade33aa0178962b24d95eecc3,6,5,7,4,1,3,4,9
167,1cf158c2-530f-47f1-80fa-796fcd16ad47,problog_learnt,5ef548aa1ea5d6519d6a2eec0715c0f0,8,4,8,1,1,2,5,9
168,e522207d-5181-429b-b941-f2b886879c9d,problog_learnt,ea352b4c95f863b33a81d8a7b26b6a83,5,3,13,1,2,0,6,9
169,f8d55aa4-85a5-403e-90c8-7a6d15195186,problog_learnt,f57a060062e9a7605feb1e8a9d0d1cb6,4,8,7,1,1,2,5,9
170,f1251b64-e6e0-4ed8-b5b4-5885ebce60f1,problog_learnt,0e46ece0117717f248569b577c2b77b7,4,7,6,2,1,2,5,9
171,7381550e-2244-4e4d-bfd0-433d94abb78d,problog_learnt,f16a3b34361cfff8c897aa1dae108110,4,3,10,0,1,1,5,9
172,9f8d203b-377d-4362-9921-ab15e9b91984,problog_learnt,418fa5c5c4d8f25e557d155f900a25cd,7,7,7,1,3,1,5,9
173,70f03657-48cc-4de7-ba36-e438eb1370e3,problog_learnt,4890c049c84ee02389928485167a3796,6,7,4,2,1,4,2,9
174,88ddffef-9663-431e-9e27-87ae6334efd1,problog_learnt,67263c58cefc011740309ca5360f7c46,7,6,5,0,4,6,5,15
175,cbabee84-f9f5-4ce5-abc7-1c6c77f614cd,problog_learnt,84261169514dfff6846f4dd495deeb42,4,5,10,2,2,0,6,9
176,da57583d-b83a-4882-b5b7-444f32113475,problog_learnt,15e5eaa2b4f1d72ef5e0ab7963b53e9b,6,6,6,1,1,3,3,9
177,9e742d66-d0be-42fb-9d9f-b41270ab4a14,problog_learnt,22e716b58ffcffa22ed9f29c651d6896,4,6,9,1,1,3,4,9
178,c802a654-e6a1-430f-b83f-d398e733efde,problog_learnt,930359d8c4daa969e9a0e7df80e6be0f,9,7,6,1,4,2,3,9
179,7d0d8928-1df6-4883-a68a-9b0c62125e3a,problog_learnt,c8526b13629abd324f33b01858a081b0,4,10,6,1,0,2,5,9
180,472c5b20-8150-4782-a75b-09a7dcaa2afe,problog_learnt,5c66c29311d42584d5bb9f48507f02bb,9,5,8,1,3,1,5,9
181,233941be-e46c-44a3-8dd2-2a6687860c6c,problog_learnt,5c5bd1ed9b60d17146b0a151b062940c,4,7,10,0,1,2,5,9
