,id,alg,hash,cell_type_maze_tu,cell_type_maze_s,cell_type_maze_T,cell_type_maze_c,sol_type_maze_tu,sol_type_maze_s,sol_type_maze_d,sol_type_maze_len
1745,d8afe418-904e-44be-af4d-f5200fb8b55a,asp,b631b49d7a54797424a07e275e2cbd8f,2,13,5,0,2,3,3,9
1746,16ced535-b20f-4cf2-b430-0954866b5d95,asp,ef2c78dfc0d221ff871d517b45f13903,5,8,6,0,1,2,4,9
1747,914fbbb2-ddd7-4396-b458-ecca8ccded96,asp,7bbe84293985ac31697f0ea334eb00a8,7,6,6,0,1,2,4,9
1748,0739c69f-f9f6-4f60-93c0-4adb6058d658,asp,4db282498b0c4b48319be54a7e49c62c,2,11,6,0,2,5,4,13
1749,f7bda77d-d316-4af5-91e0-b38746363dc5,asp,a33713073b6438eafc4c75a36993971a,4,11,5,0,3,6,5,15
1750,b3776f62-b8a6-4068-aa8d-ab1a70dfd720,asp,735015adcb9ad3d4a73866f9d0eee746,6,5,7,0,4,2,3,9
1751,c070da7c-b63a-465d-988a-b243923625c5,asp,f39273deb1942344557d4ba7e77d803d,5,8,6,0,2,3,4,9
1752,6eefec58-dc95-4a80-9c45-d1557874c66e,asp,17cc6af624a0576b1453ecf5015a419e,2,13,5,0,2,3,3,9
1753,21fdb413-7b73-4c0c-942c-39e7f5589962,asp,9532e27a014fd3e540bc193328713649,2,9,4,2,0,5,6,13
1754,dd185172-74fe-4c5f-a301-580d0274d022,asp,735015adcb9ad3d4a73866f9d0eee746,6,5,7,0,4,2,3,9
1755,11ac0094-f05b-489e-abeb-c9cbef042708,asp,618e065ac874194c1c22b2f593cfb039,3,3,8,1,1,1,7,11
1756,632c2518-23bf-452f-9985-e1419ea82cef,asp,fe773bf21557dc3c4928872a04b20c5b,3,6,7,0,3,3,5,13
1757,77518d88-8125-4a0b-85cd-32db73d1b313,asp,a561d927b0a9118eebaeff08045508ce,3,8,4,2,1,2,4,9
1758,d91ab4f0-5878-477e-b080-7186f9b4568b,asp,9fc1aa9adcaf60649e522f536adcb99e,4,6,6,1,2,3,4,11
1759,029b2e35-053d-4df7-b052-0b33c24bf3e7,asp,17cc6af624a0576b1453ecf5015a419e,2,13,5,0,2,3,3,9
1760,3dd9dbfd-d1c3-45f7-8cab-2d79f2b860bd,asp,63ecad8f4a25b8196a94d9e396bb2ce9,5,6,7,0,4,2,5,11
1761,96fdfeab-26e7-4419-b3a2-3b7709f14809,asp,e181b229166c02c7eb6394015271fbf3,5,9,4,1,3,3,2,9
1762,587d31b4-34f0-4ad1-9580-29c71641d5a3,asp,2f9a506a7031b7575cd0e71ec4274534,6,3,8,0,2,2,5,11
1763,47b20582-98a2-43a9-a9cc-d251437e44ee,asp,a5628274fa220ded0cd294129e260bcb,6,4,6,1,4,0,5,9
1764,40749735-24e8-428c-8942-6444dc4a4b5e,asp,63ecad8f4a25b8196a94d9e396bb2ce9,5,6,7,0,4,2,5,11
1765,1edf78bf-6bdf-4789-b3eb-d9c6a1ac1e35,asp,966696ed84d52fa89954978df10c5084,8,5,6,0,3,3,3,11
1766,3c0748dc-a392-4ed5-9e67-cc299dd93d71,asp,d66322a496214728a811bc74fe682743,3,4,6,2,1,2,5,9
1767,d0852581-cfd2-44de-9953-8ba491476a28,asp,f39273deb1942344557d4ba7e77d803d,5,8,6,0,2,3,4,9
1768,a1e18360-b47d-42e6-a974-f0f97b505ace,asp,07b4e3dbcbdb13d1690ac32f7a031815,6,6,2,3,1,1,5,9
1769,a3dc8da9-f7b7-45c4-ab24-ff04d0033b2e,asp,356239607c9cf72cd372b61574e655d3,7,7,4,1,3,2,3,9
1770,87bad0b0-0145-490a-9f17-7de88dae0399,asp,ef033bb4ce66444b8fbab00b3fe64735,2,9,7,0,1,3,7,13
1771,a9f999a4-f9a8-4df9-9021-1094cdb571c7,asp,d16f624372957e01f00173fdef41f950,5,8,6,0,2,5,1,9
1772,b4116e40-0880-450f-a0f8-1b6f77156740,asp,fd80acbe411351135b92faf761b8d4f0,4,7,7,0,1,2,4,9
1773,2b79f9b8-3cde-4c59-8043-89465dc1908e,asp,f39273deb1942344557d4ba7e77d803d,5,8,6,0,2,3,4,9
1774,16da6eec-0692-43ff-8f16-92ff6c5e99af,asp,cdc0079e6d5424c944c6cc36f5448af6,5,6,4,2,2,2,3,9
1775,fb755576-0fb9-4611-8e8a-d5e945f3bfaa,asp,a33713073b6438eafc4c75a36993971a,4,11,5,0,3,6,5,15
1776,0e204b54-8514-4e64-af19-30b10b1d936d,asp,a33713073b6438eafc4c75a36993971a,4,11,5,0,3,6,5,15
1777,8f92184d-7456-4b1f-808b-de9cfd7940b9,asp,9532e27a014fd3e540bc193328713649,2,9,4,2,0,5,6,13
1778,161940d5-6745-4790-a0df-b43a0122a403,asp,83175704e67caab496da3e573b6f6b39,3,13,3,1,2,4,2,9
1779,fecc4021-7851-4e58-b2d5-7d1220196a6c,asp,4c88b976871335fd061afe3c1e471523,6,3,5,2,1,2,4,9
1780,c500da16-c44b-46f1-a26c-4d02fd190bd6,asp,e181b229166c02c7eb6394015271fbf3,5,9,4,1,3,3,2,9
1781,8d4959dd-13e7-4a5e-bb17-69e9e6ae6b19,asp,a5628274fa220ded0cd294129e260bcb,6,4,6,1,4,0,5,9
1782,e726e124-ca69-4ebb-aedc-c675e6ea4be0,asp,e4c23fa18405154700e0536706dd0fd8,5,6,4,2,3,0,5,9
1783,ed5fd66e-fb85-4d72-b43f-9d7d7fc9ca11,asp,73af1137dabee21b496a6633e9db232a,5,10,2,2,2,2,4,9
1784,e5a2446e-3d53-49f4-85b2-46bbd51f0334,asp,2f9a506a7031b7575cd0e71ec4274534,6,3,8,0,2,2,5,11
1785,87da6824-dc8c-4e74-a41a-88c57aaa091e,asp,276fca6a0b04e830ffb33c71188c196d,6,4,6,1,1,3,3,9
1786,f69003e7-e708-42ea-90fd-e947555b7d73,asp,4bccd59d96b7ae8dcc7e3a36f10a0951,3,5,7,1,0,0,7,9
1787,a9014545-909d-4d47-b99d-bbc982411619,asp,55c4ccad53f59737dec3a8a5f13c0135,9,8,4,0,5,2,3,11
1788,7e877566-3ea9-4242-bd76-2a650cb366ce,asp,fea4570b3ae203ad4f3fc5ab29871383,4,15,3,0,2,3,3,9
1789,dc6da9bf-6d38-44b0-8f8a-2bebed09773c,asp,735015adcb9ad3d4a73866f9d0eee746,6,5,7,0,4,2,3,9
1790,465a3c9c-eee3-406d-b43f-04fae7cab04e,asp,55c4ccad53f59737dec3a8a5f13c0135,9,8,4,0,5,2,3,11
